Province_Code,Province,Sub District_Code,Sub District,housing_demand_2022,type_below_A,type_A_rent,type_A_lease_purchase,type_B_lease_purchase,type_C_lease_purchase,type_D_lease_purchase,Region,KMeans_Cluster,Agglomerative_Cluster,ref,LAT,LONG
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.574,98.907
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.62,98.875
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.665,98.871
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.586,98.849
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.626,98.854
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.557,98.887
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.574,98.939
50,Chiang Mai,12,San Pa Tong,297,118,85,47,18,17,12,Northern,Cluster 0,1,sanpatong,18.674,98.841
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.735,99.136
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.775,99.056
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.785,99.126
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.76,99.082
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.746,99.206
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.722,99.154
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.756,99.133
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.704,99.107
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.781,99.189
50,Chiang Mai,13,San Kamphaeng,391,155,111,62,24,23,16,Northern,Cluster 0,1,sankamphaeng,18.7,99.229
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.857,99.046
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.861,99.084
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.808,99.038
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.842,99.062
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.819,99.024
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.896,99.08
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.852,99.023
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.911,99.101
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.907,99.051
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,18.93,99.014
50,Chiang Mai,14,San Sai,593,235,169,95,36,34,24,Northern,Cluster 1,1,sansai,19.026,99.007
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.689,98.98
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.692,98.915
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.673,98.956
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.719,98.97
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.674,98.933
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.701,98.944
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.613,98.945
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.65,98.922
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.731,98.923
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.709,98.881
50,Chiang Mai,15,Hang Dong,408,162,116,65,25,24,16,Northern,Cluster 0,1,hangdong,18.769,98.868
50,Chiang Mai,16,Hot,150,60,43,24,9,9,6,Northern,Cluster 0,3,hot,18.103,98.583
50,Chiang Mai,16,Hot,150,60,43,24,9,9,6,Northern,Cluster 0,3,hot,18.16,98.483
50,Chiang Mai,16,Hot,150,60,43,24,9,9,6,Northern,Cluster 0,3,hot,18.155,98.244
50,Chiang Mai,16,Hot,150,60,43,24,9,9,6,Northern,Cluster 0,3,hot,18.088,98.709
50,Chiang Mai,16,Hot,150,60,43,24,9,9,6,Northern,Cluster 0,3,hot,18.009,98.52
50,Chiang Mai,16,Hot,150,60,43,24,9,9,6,Northern,Cluster 0,3,hot,18.158,98.379
50,Chiang Mai,17,Doi Tao,95,38,27,15,6,6,4,Northern,Cluster 0,3,doitao,18.053,98.626
50,Chiang Mai,17,Doi Tao,95,38,27,15,6,6,4,Northern,Cluster 0,3,doitao,18.017,98.661
50,Chiang Mai,17,Doi Tao,95,38,27,15,6,6,4,Northern,Cluster 0,3,doitao,17.897,98.731
50,Chiang Mai,17,Doi Tao,95,38,27,15,6,6,4,Northern,Cluster 0,3,doitao,17.959,98.676
50,Chiang Mai,17,Doi Tao,95,38,27,15,6,6,4,Northern,Cluster 0,3,doitao,17.836,98.736
50,Chiang Mai,17,Doi Tao,95,38,27,15,6,6,4,Northern,Cluster 0,3,doitao,17.873,98.593
50,Chiang Mai,18,Omkoi,198,79,56,32,12,11,8,Northern,Cluster 0,3,omkoi,17.43,98.5
50,Chiang Mai,18,Omkoi,198,79,56,32,12,11,8,Northern,Cluster 0,3,omkoi,17.654,98.217
50,Chiang Mai,18,Omkoi,198,79,56,32,12,11,8,Northern,Cluster 0,3,omkoi,17.864,98.156
50,Chiang Mai,18,Omkoi,198,79,56,32,12,11,8,Northern,Cluster 0,3,omkoi,17.398,98.395
50,Chiang Mai,18,Omkoi,198,79,56,32,12,11,8,Northern,Cluster 0,3,omkoi,17.915,98.335
50,Chiang Mai,18,Omkoi,198,79,56,32,12,11,8,Northern,Cluster 0,3,omkoi,17.682,98.392
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.736,99.059
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.745,99.043
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.697,98.997
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.659,98.998
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.707,99.036
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.678,98.991
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.681,99.047
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.691,99.019
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.64,98.972
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.735,99.021
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.718,99.007
50,Chiang Mai,19,Saraphi,340,135,97,54,20,20,14,Northern,Cluster 0,1,saraphi,18.694,99.071
50,Chiang Mai,20,Wiang Haeng,81,32,23,13,5,5,3,Northern,Cluster 0,3,wianghaeng,19.615,98.632
50,Chiang Mai,20,Wiang Haeng,81,32,23,13,5,5,3,Northern,Cluster 0,3,wianghaeng,19.692,98.693
50,Chiang Mai,20,Wiang Haeng,81,32,23,13,5,5,3,Northern,Cluster 0,3,wianghaeng,19.515,98.639
50,Chiang Mai,21,Chai Prakan,162,64,46,26,10,9,7,Northern,Cluster 0,3,chaiprakan,19.748,99.145
50,Chiang Mai,21,Chai Prakan,162,64,46,26,10,9,7,Northern,Cluster 0,3,chaiprakan,19.736,99.073
50,Chiang Mai,21,Chai Prakan,162,64,46,26,10,9,7,Northern,Cluster 0,3,chaiprakan,19.73,99.247
50,Chiang Mai,21,Chai Prakan,162,64,46,26,10,9,7,Northern,Cluster 0,3,chaiprakan,19.646,99.178
50,Chiang Mai,22,Mae Wang,105,42,30,17,6,6,4,Northern,Cluster 0,3,maewang,18.554,98.849
50,Chiang Mai,22,Mae Wang,105,42,30,17,6,6,4,Northern,Cluster 0,3,maewang,18.637,98.752
50,Chiang Mai,22,Mae Wang,105,42,30,17,6,6,4,Northern,Cluster 0,3,maewang,18.587,98.741
50,Chiang Mai,22,Mae Wang,105,42,30,17,6,6,4,Northern,Cluster 0,3,maewang,18.679,98.783
50,Chiang Mai,22,Mae Wang,105,42,30,17,6,6,4,Northern,Cluster 0,3,maewang,18.683,98.674
50,Chiang Mai,23,Mae On,83,33,24,13,5,5,3,Northern,Cluster 0,3,maeon,18.758,99.263
50,Chiang Mai,23,Mae On,83,33,24,13,5,5,3,Northern,Cluster 0,3,maeon,18.825,99.242
50,Chiang Mai,23,Mae On,83,33,24,13,5,5,3,Northern,Cluster 0,3,maeon,18.884,99.327
50,Chiang Mai,23,Mae On,83,33,24,13,5,5,3,Northern,Cluster 0,3,maeon,18.793,99.308
50,Chiang Mai,23,Mae On,83,33,24,13,5,5,3,Northern,Cluster 0,3,maeon,18.591,99.289
50,Chiang Mai,23,Mae On,83,33,24,13,5,5,3,Northern,Cluster 0,3,maeon,18.702,99.308
50,Chiang Mai,24,Doi Lo,104,41,30,17,6,6,4,Northern,Cluster 0,3,doilo,18.504,98.841
50,Chiang Mai,24,Doi Lo,104,41,30,17,6,6,4,Northern,Cluster 0,3,doilo,18.56,98.782
50,Chiang Mai,24,Doi Lo,104,41,30,17,6,6,4,Northern,Cluster 0,3,doilo,18.581,98.682
50,Chiang Mai,24,Doi Lo,104,41,30,17,6,6,4,Northern,Cluster 0,3,doilo,18.488,98.798
50,Chiang Mai,25,Kanlayaniwatthana,34,14,10,5,2,2,1,Northern,Cluster 0,3,kanlayaniwatthana,18.936,98.38
50,Chiang Mai,25,Kanlayaniwatthana,34,14,10,5,2,2,1,Northern,Cluster 0,3,kanlayaniwatthana,19.11,98.281
50,Chiang Mai,25,Kanlayaniwatthana,34,14,10,5,2,2,1,Northern,Cluster 0,3,kanlayaniwatthana,19.011,98.218
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.573,99.002
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.656,99.013
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.598,98.984
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.623,98.986
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.523,98.951
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.558,99.009
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.502,98.989
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.613,99.032
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.575,99.063
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.648,99.042
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.572,98.985
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.468,98.971
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.519,99.03
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.592,99.128
51,Lamphun,1,Mueang Lamphun,696,154,125,128,79,87,123,Northern,Cluster 1,1,mueanglamphun,18.517,99.109
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.122,99.477
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.438,99.03
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.109,99.545
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.054,99.489
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.104,99.671
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.17,99.46
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.09,99.614
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.089,99.491
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.162,99.563
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.363,98.962
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.241,98.97
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,17.984,99.484
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.532,99.245
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.173,99.696
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.342,99.052
51,Lamphun,2,Mae Tha,157,35,28,29,18,19,28,Northern,Cluster 0,3,maetha,18.417,99.135
51,Lamphun,3,Ban Hong,150,33,27,28,17,19,26,Northern,Cluster 0,3,banhong,18.383,98.75
51,Lamphun,3,Ban Hong,150,33,27,28,17,19,26,Northern,Cluster 0,3,banhong,18.36,98.794
51,Lamphun,3,Ban Hong,150,33,27,28,17,19,26,Northern,Cluster 0,3,banhong,18.314,98.697
51,Lamphun,3,Ban Hong,150,33,27,28,17,19,26,Northern,Cluster 0,3,banhong,18.308,98.815
51,Lamphun,3,Ban Hong,150,33,27,28,17,19,26,Northern,Cluster 0,3,banhong,18.211,98.867
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.742,99.062
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.855,98.936
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.79,98.986
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.761,98.809
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.687,98.97
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.956,98.956
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,18.079,98.898
51,Lamphun,4,Li,231,51,42,43,26,29,41,Northern,Cluster 0,3,li,17.604,98.783
51,Lamphun,5,Thung Hua Chang,70,16,13,13,8,9,12,Northern,Cluster 0,3,thunghuachang,17.983,99.048
51,Lamphun,5,Thung Hua Chang,70,16,13,13,8,9,12,Northern,Cluster 0,3,thunghuachang,18.106,99.025
51,Lamphun,5,Thung Hua Chang,70,16,13,13,8,9,12,Northern,Cluster 0,3,thunghuachang,17.87,99.089
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.537,98.933
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.509,98.871
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.479,98.941
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.512,98.937
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.498,98.91
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.478,98.873
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.449,98.923
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.424,98.833
51,Lamphun,6,Pa Sang,225,50,40,41,25,28,40,Northern,Cluster 0,3,pasang,18.371,98.898
51,Lamphun,7,Ban Thi,69,15,12,13,8,9,12,Northern,Cluster 0,3,banthi,18.679,99.163
51,Lamphun,7,Ban Thi,69,15,12,13,8,9,12,Northern,Cluster 0,3,banthi,18.614,99.19
51,Lamphun,8,Wiang Nong Long,71,16,13,13,8,9,12,Northern,Cluster 0,3,wiangnonglong,18.415,98.78
51,Lamphun,8,Wiang Nong Long,71,16,13,13,8,9,12,Northern,Cluster 0,3,wiangnonglong,18.404,98.732
51,Lamphun,8,Wiang Nong Long,71,16,13,13,8,9,12,Northern,Cluster 0,3,wiangnonglong,18.422,98.744
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.29,99.492
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.374,99.55
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.31,99.433
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.211,99.502
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.254,99.479
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.268,99.432
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.357,99.455
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.39,99.485
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.46,99.598
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.445,99.545
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.316,99.571
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.392,99.645
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.255,99.518
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.52,99.414
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.478,99.357
52,Lampang,1,Mueang Lampang,1030,346,210,187,112,63,112,Northern,Cluster 1,0,mueanglampang,18.526,99.691
52,Lampang,2,Mae Mo,172,58,35,31,19,11,19,Northern,Cluster 0,3,maemo,18.25,99.807
52,Lampang,2,Mae Mo,172,58,35,31,19,11,19,Northern,Cluster 0,3,maemo,18.343,99.836
52,Lampang,2,Mae Mo,172,58,35,31,19,11,19,Northern,Cluster 0,3,maemo,18.297,99.668
52,Lampang,2,Mae Mo,172,58,35,31,19,11,19,Northern,Cluster 0,3,maemo,18.374,99.701
52,Lampang,2,Mae Mo,172,58,35,31,19,11,19,Northern,Cluster 0,3,maemo,18.456,99.941
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.196,99.413
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.173,99.365
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.238,99.387
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.147,99.407
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.202,99.372
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.254,99.318
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.186,99.255
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.031,99.301
52,Lampang,3,Ko Kha,217,73,44,39,24,13,24,Northern,Cluster 0,3,kokha,18.074,99.381
52,Lampang,4,Soem Ngam,105,35,21,19,11,6,11,Northern,Cluster 0,3,soemngam,18.071,99.244
52,Lampang,4,Soem Ngam,105,35,21,19,11,6,11,Northern,Cluster 0,3,soemngam,18.132,99.087
52,Lampang,4,Soem Ngam,105,35,21,19,11,6,11,Northern,Cluster 0,3,soemngam,17.975,99.165
52,Lampang,4,Soem Ngam,105,35,21,19,11,6,11,Northern,Cluster 0,3,soemngam,18.138,99.196
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.752,99.996
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.743,99.958
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.817,99.885
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.726,99.886
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.788,99.852
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.839,99.927
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.782,100.054
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.634,100.038
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.972,99.824
52,Lampang,5,Ngao,202,68,41,37,22,12,22,Northern,Cluster 0,3,ngao,18.609,99.888
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.726,99.557
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.7,99.616
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.836,99.578
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.645,99.725
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.914,99.703
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.592,99.561
52,Lampang,6,Chae Hom,148,50,30,27,16,9,16,Northern,Cluster 0,3,chaehom,18.783,99.695
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.08,99.649
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.084,99.577
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.157,99.645
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.16,99.585
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.229,99.631
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,18.992,99.601
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.329,99.636
52,Lampang,7,Wang Nuea,159,54,32,29,17,10,17,Northern,Cluster 0,3,wangnuea,19.07,99.713
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.634,99.212
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.558,99.207
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.468,99.216
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.651,99.116
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.684,99.299
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.609,99.381
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.766,99.201
52,Lampang,8,Thoen,218,73,44,40,24,13,24,Northern,Cluster 0,3,thoen,17.396,99.353
52,Lampang,9,Mae Phrik,56,19,11,10,6,3,6,Northern,Cluster 0,3,maephrik,17.539,99.152
52,Lampang,9,Mae Phrik,56,19,11,10,6,3,6,Northern,Cluster 0,3,maephrik,17.564,99.069
52,Lampang,9,Mae Phrik,56,19,11,10,6,3,6,Northern,Cluster 0,3,maephrik,17.412,99.162
52,Lampang,9,Mae Phrik,56,19,11,10,6,3,6,Northern,Cluster 0,3,maephrik,17.513,99.009
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.122,99.477
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.438,99.03
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.109,99.545
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.054,99.489
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.104,99.671
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.17,99.46
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.09,99.614
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.089,99.491
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.162,99.563
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.363,98.962
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.241,98.97
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,17.984,99.484
52,Lampang,10,Mae Tha,216,72,44,39,24,13,23,Northern,Cluster 0,3,maetha,18.532,99.245
