Province_Code,Province,Sub District_Code,Sub District,housing_demand_2022,type_below_A,type_A_rent,type_A_lease_purchase,type_B_lease_purchase,type_C_lease_purchase,type_D_lease_purchase,Region,KMeans_Cluster,Agglomerative_Cluster,ref,LAT,LONG
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.753,100.5
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.754,100.497
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.76,100.498
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.75,100.499
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.751,100.503
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.762,100.495
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.762,100.503
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.765,100.505
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.757,100.501
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.768,100.499
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.744,100.499
10,Bangkok,1,Phra Nakhon,232,13,25,38,24,28,104,Central,Cluster 0,3,phranakhon,13.751,100.492
10,Bangkok,37,Rat Thewi,543,31,60,89,57,65,243,Central,Cluster 1,1,ratthewi,13.752,100.528
10,Bangkok,37,Rat Thewi,543,31,60,89,57,65,243,Central,Cluster 1,1,ratthewi,13.757,100.538
10,Bangkok,37,Rat Thewi,543,31,60,89,57,65,243,Central,Cluster 1,1,ratthewi,13.752,100.559
10,Bangkok,37,Rat Thewi,543,31,60,89,57,65,243,Central,Cluster 1,1,ratthewi,13.763,100.53
10,Bangkok,2,Dusit,393,22,43,64,41,47,176,Central,Cluster 0,1,dusit,13.758,100.517
10,Bangkok,2,Dusit,393,22,43,64,41,47,176,Central,Cluster 0,1,dusit,13.778,100.505
10,Bangkok,2,Dusit,393,22,43,64,41,47,176,Central,Cluster 0,1,dusit,13.767,100.52
10,Bangkok,2,Dusit,393,22,43,64,41,47,176,Central,Cluster 0,1,dusit,13.772,100.513
10,Bangkok,2,Dusit,393,22,43,64,41,47,176,Central,Cluster 0,1,dusit,13.789,100.522
10,Bangkok,14,Phaya Thai,483,27,53,79,50,57,216,Central,Cluster 1,1,phayathai,13.782,100.545
10,Bangkok,17,Huai Khwang,826,47,91,136,86,98,369,Central,Cluster 1,0,huaikhwang,13.769,100.577
10,Bangkok,17,Huai Khwang,826,47,91,136,86,98,369,Central,Cluster 1,0,huaikhwang,13.796,100.579
10,Bangkok,17,Huai Khwang,826,47,91,136,86,98,369,Central,Cluster 1,0,huaikhwang,13.752,100.586
10,Bangkok,45,Wang Thonglang,713,40,78,117,74,85,318,Central,Cluster 1,1,wangthonglang,13.779,100.609
10,Bangkok,8,Pom Prap Sattru Phai,235,13,26,39,25,28,105,Central,Cluster 0,3,pomprapsattruphai,13.752,100.507
10,Bangkok,8,Pom Prap Sattru Phai,235,13,26,39,25,28,105,Central,Cluster 0,3,pomprapsattruphai,13.749,100.512
10,Bangkok,8,Pom Prap Sattru Phai,235,13,26,39,25,28,105,Central,Cluster 0,3,pomprapsattruphai,13.759,100.511
10,Bangkok,8,Pom Prap Sattru Phai,235,13,26,39,25,28,105,Central,Cluster 0,3,pomprapsattruphai,13.753,100.513
10,Bangkok,8,Pom Prap Sattru Phai,235,13,26,39,25,28,105,Central,Cluster 0,3,pomprapsattruphai,13.743,100.514
10,Bangkok,13,Samphanthawong,159,9,18,26,17,19,71,Central,Cluster 0,3,samphanthawong,13.734,100.513
10,Bangkok,13,Samphanthawong,159,9,18,26,17,19,71,Central,Cluster 0,3,samphanthawong,13.739,100.511
10,Bangkok,13,Samphanthawong,159,9,18,26,17,19,71,Central,Cluster 0,3,samphanthawong,13.741,100.504
10,Bangkok,26,Din Daeng,691,39,76,113,72,82,309,Central,Cluster 1,1,dindaeng,13.778,100.567
10,Bangkok,12,Yan Nawa,611,34,67,100,64,72,273,Central,Cluster 1,1,yannawa,13.682,100.533
10,Bangkok,12,Yan Nawa,611,34,67,100,64,72,273,Central,Cluster 1,1,yannawa,13.697,100.544
10,Bangkok,28,Sathon,482,27,53,79,50,57,216,Central,Cluster 1,1,sathon,13.71,100.532
10,Bangkok,28,Sathon,482,27,53,79,50,57,216,Central,Cluster 1,1,sathon,13.714,100.514
10,Bangkok,28,Sathon,482,27,53,79,50,57,216,Central,Cluster 1,1,sathon,13.718,100.541
10,Bangkok,7,Pathum Wan,365,21,40,60,38,43,163,Central,Cluster 0,1,pathumwan,13.744,100.52
10,Bangkok,7,Pathum Wan,365,21,40,60,38,43,163,Central,Cluster 0,1,pathumwan,13.742,100.526
10,Bangkok,7,Pathum Wan,365,21,40,60,38,43,163,Central,Cluster 0,1,pathumwan,13.74,100.535
10,Bangkok,7,Pathum Wan,365,21,40,60,38,43,163,Central,Cluster 0,1,pathumwan,13.736,100.546
10,Bangkok,33,Khlong Toei,783,44,86,128,82,93,350,Central,Cluster 1,0,khlongtoei,13.723,100.571
10,Bangkok,33,Khlong Toei,783,44,86,128,82,93,350,Central,Cluster 1,0,khlongtoei,13.707,100.595
10,Bangkok,33,Khlong Toei,783,44,86,128,82,93,350,Central,Cluster 1,0,khlongtoei,13.71,100.57
10,Bangkok,39,Watthana,804,45,88,132,84,95,359,Central,Cluster 1,0,watthana,13.743,100.56
10,Bangkok,39,Watthana,804,45,88,132,84,95,359,Central,Cluster 1,0,watthana,13.719,100.596
10,Bangkok,39,Watthana,804,45,88,132,84,95,359,Central,Cluster 1,0,watthana,13.736,100.576
10,Bangkok,34,Suan Luang,840,47,92,138,88,100,375,Central,Cluster 1,0,suanluang,13.726,100.628
10,Bangkok,9,Phra Khanong,606,34,67,99,63,72,271,Central,Cluster 1,1,phrakhanong,13.692,100.626
10,Bangkok,47,Bang Na,727,41,80,119,76,86,325,Central,Cluster 1,1,bangna,13.672,100.616
10,Bangkok,32,Prawet,1018,57,112,167,106,121,455,Central,Cluster 1,0,prawet,13.687,100.656
10,Bangkok,32,Prawet,1018,57,112,167,106,121,455,Central,Cluster 1,0,prawet,13.68,100.689
10,Bangkok,32,Prawet,1018,57,112,167,106,121,455,Central,Cluster 1,0,prawet,13.719,100.664
10,Bangkok,4,Bang Rak,332,19,36,54,35,39,148,Central,Cluster 0,1,bangrak,13.725,100.514
10,Bangkok,4,Bang Rak,332,19,36,54,35,39,148,Central,Cluster 0,1,bangrak,13.727,100.527
10,Bangkok,4,Bang Rak,332,19,36,54,35,39,148,Central,Cluster 0,1,bangrak,13.734,100.52
10,Bangkok,4,Bang Rak,332,19,36,54,35,39,148,Central,Cluster 0,1,bangrak,13.73,100.525
10,Bangkok,4,Bang Rak,332,19,36,54,35,39,148,Central,Cluster 0,1,bangrak,13.724,100.53
10,Bangkok,31,Bang Kho Laem,457,26,50,75,48,54,204,Central,Cluster 1,1,bangkholaem,13.706,100.508
10,Bangkok,31,Bang Kho Laem,457,26,50,75,48,54,204,Central,Cluster 1,1,bangkholaem,13.696,100.494
10,Bangkok,31,Bang Kho Laem,457,26,50,75,48,54,204,Central,Cluster 1,1,bangkholaem,13.694,100.516
10,Bangkok,6,Bang Kapi,1205,68,132,198,126,143,539,Central,Cluster 1,0,bangkapi,13.786,100.635
10,Bangkok,6,Bang Kapi,1205,68,132,198,126,143,539,Central,Cluster 1,0,bangkapi,13.756,100.66
10,Bangkok,44,Saphan Sung,429,24,47,70,45,51,192,Central,Cluster 1,1,saphansung,13.761,100.688
10,Bangkok,27,Bung Kum,865,49,95,142,90,103,386,Central,Cluster 1,0,bungkum,13.808,100.65
10,Bangkok,43,Khan Na Yao,486,27,53,80,51,58,217,Central,Cluster 1,1,khannayao,13.821,100.677
10,Bangkok,46,Khlong Sam Wa,918,52,101,150,96,109,410,Central,Cluster 1,0,khlongsamwa,13.854,100.745
10,Bangkok,46,Khlong Sam Wa,918,52,101,150,96,109,410,Central,Cluster 1,0,khlongsamwa,13.861,100.786
10,Bangkok,46,Khlong Sam Wa,918,52,101,150,96,109,410,Central,Cluster 1,0,khlongsamwa,13.839,100.7
10,Bangkok,46,Khlong Sam Wa,918,52,101,150,96,109,410,Central,Cluster 1,0,khlongsamwa,13.889,100.708
10,Bangkok,46,Khlong Sam Wa,918,52,101,150,96,109,410,Central,Cluster 1,0,khlongsamwa,13.896,100.76
10,Bangkok,10,Min Buri,671,38,74,110,70,80,300,Central,Cluster 1,1,minburi,13.804,100.723
10,Bangkok,10,Min Buri,671,38,74,110,70,80,300,Central,Cluster 1,1,minburi,13.812,100.774
10,Bangkok,11,Lat Krabang,1013,57,111,166,106,120,453,Central,Cluster 1,0,latkrabang,13.723,100.771
10,Bangkok,11,Lat Krabang,1013,57,111,166,106,120,453,Central,Cluster 1,0,latkrabang,13.753,100.723
10,Bangkok,11,Lat Krabang,1013,57,111,166,106,120,453,Central,Cluster 1,0,latkrabang,13.753,100.754
10,Bangkok,11,Lat Krabang,1013,57,111,166,106,120,453,Central,Cluster 1,0,latkrabang,13.728,100.815
10,Bangkok,11,Lat Krabang,1013,57,111,166,106,120,453,Central,Cluster 1,0,latkrabang,13.736,100.855
10,Bangkok,11,Lat Krabang,1013,57,111,166,106,120,453,Central,Cluster 1,0,latkrabang,13.765,100.817
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.872,100.81
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.84,100.836
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.914,100.82
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.781,100.877
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.797,100.844
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.869,100.885
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.823,100.897
10,Bangkok,3,Nong Chok,710,40,78,116,74,84,317,Central,Cluster 1,1,nongchok,13.914,100.88
10,Bangkok,29,Bang Su,669,38,73,110,70,79,299,Central,Cluster 1,1,bangsu,13.82,100.529
10,Bangkok,30,Chatuchak,1224,69,134,201,128,145,547,Central,Cluster 1,0,chatuchak,13.826,100.565
10,Bangkok,38,Lat Phrao,651,37,72,107,68,77,291,Central,Cluster 1,1,latphrao,13.84,100.6
10,Bangkok,38,Lat Phrao,651,37,72,107,68,77,291,Central,Cluster 1,1,latphrao,13.811,100.612
10,Bangkok,5,Bang Khen,1223,69,134,201,128,145,547,Central,Cluster 1,0,bangkhen,13.868,100.606
10,Bangkok,5,Bang Khen,1223,69,134,201,128,145,547,Central,Cluster 1,0,bangkhen,13.866,100.65
10,Bangkok,41,Lak Si,607,34,67,100,63,72,271,Central,Cluster 1,1,laksi,13.871,100.58
10,Bangkok,41,Lak Si,607,34,67,100,63,72,271,Central,Cluster 1,1,laksi,13.883,100.564
10,Bangkok,36,Don Mueang,855,48,94,140,89,101,382,Central,Cluster 1,0,donmueang,13.925,100.593
10,Bangkok,42,Sai Mai,1144,65,126,188,119,136,511,Central,Cluster 1,0,saimai,13.898,100.63
10,Bangkok,42,Sai Mai,1144,65,126,188,119,136,511,Central,Cluster 1,0,saimai,13.896,100.672
10,Bangkok,42,Sai Mai,1144,65,126,188,119,136,511,Central,Cluster 1,0,saimai,13.921,100.654
10,Bangkok,48,Thawi Watthana,382,22,42,63,40,45,171,Central,Cluster 0,1,thawiwatthana,13.758,100.348
10,Bangkok,48,Thawi Watthana,382,22,42,63,40,45,171,Central,Cluster 0,1,thawiwatthana,13.783,100.39
10,Bangkok,19,Taling Chan,492,28,54,81,51,58,220,Central,Cluster 1,1,talingchan,13.76,100.456
10,Bangkok,19,Taling Chan,492,28,54,81,51,58,220,Central,Cluster 1,1,talingchan,13.751,100.419
10,Bangkok,19,Taling Chan,492,28,54,81,51,58,220,Central,Cluster 1,1,talingchan,13.752,100.442
10,Bangkok,19,Taling Chan,492,28,54,81,51,58,220,Central,Cluster 1,1,talingchan,13.789,100.459
10,Bangkok,19,Taling Chan,492,28,54,81,51,58,220,Central,Cluster 1,1,talingchan,13.786,100.432
10,Bangkok,19,Taling Chan,492,28,54,81,51,58,220,Central,Cluster 1,1,talingchan,13.767,100.431
10,Bangkok,25,Bang Phlat,552,31,61,91,58,66,247,Central,Cluster 1,1,bangphlat,13.781,100.482
10,Bangkok,25,Bang Phlat,552,31,61,91,58,66,247,Central,Cluster 1,1,bangphlat,13.774,100.492
10,Bangkok,25,Bang Phlat,552,31,61,91,58,66,247,Central,Cluster 1,1,bangphlat,13.802,100.512
10,Bangkok,25,Bang Phlat,552,31,61,91,58,66,247,Central,Cluster 1,1,bangphlat,13.791,100.487
10,Bangkok,20,Bangkok Noi,586,33,64,96,61,70,262,Central,Cluster 1,1,bangkoknoi,13.759,100.481
10,Bangkok,20,Bangkok Noi,586,33,64,96,61,70,262,Central,Cluster 1,1,bangkoknoi,13.774,100.466
10,Bangkok,20,Bangkok Noi,586,33,64,96,61,70,262,Central,Cluster 1,1,bangkoknoi,13.752,100.477
10,Bangkok,20,Bangkok Noi,586,33,64,96,61,70,262,Central,Cluster 1,1,bangkoknoi,13.772,100.477
10,Bangkok,20,Bangkok Noi,586,33,64,96,61,70,262,Central,Cluster 1,1,bangkoknoi,13.76,100.463
10,Bangkok,18,Khlong San,454,26,50,74,47,54,203,Central,Cluster 1,1,khlongsan,13.731,100.497
10,Bangkok,18,Khlong San,454,26,50,74,47,54,203,Central,Cluster 1,1,khlongsan,13.735,100.504
10,Bangkok,18,Khlong San,454,26,50,74,47,54,203,Central,Cluster 1,1,khlongsan,13.725,100.508
10,Bangkok,18,Khlong San,454,26,50,74,47,54,203,Central,Cluster 1,1,khlongsan,13.715,100.501
10,Bangkok,15,Thon Buri,625,35,69,102,65,74,279,Central,Cluster 1,1,thonburi,13.731,100.49
10,Bangkok,15,Thon Buri,625,35,69,102,65,74,279,Central,Cluster 1,1,thonburi,13.737,100.493
10,Bangkok,15,Thon Buri,625,35,69,102,65,74,279,Central,Cluster 1,1,thonburi,13.72,100.482
10,Bangkok,15,Thon Buri,625,35,69,102,65,74,279,Central,Cluster 1,1,thonburi,13.715,100.473
10,Bangkok,15,Thon Buri,625,35,69,102,65,74,279,Central,Cluster 1,1,thonburi,13.707,100.486
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,13.702,100.476
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,13.693,100.468
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,13.694,100.45
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,13.672,100.468
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,18.472,98.726
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,18.352,98.668
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,18.39,98.576
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,18.222,98.721
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,18.256,98.565
10,Bangkok,35,Chom Thong,824,47,90,135,86,98,368,Central,Cluster 1,0,chomthong,18.502,98.6
10,Bangkok,16,Bangkok Yai,324,18,36,53,34,38,145,Central,Cluster 0,1,bangkokyai,13.743,100.486
10,Bangkok,16,Bangkok Yai,324,18,36,53,34,38,145,Central,Cluster 0,1,bangkokyai,13.733,100.475
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.727,100.457
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.727,100.45
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.722,100.464
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.738,100.423
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.736,100.445
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.723,100.437
10,Bangkok,22,Phasi Charoen,634,36,70,104,66,75,283,Central,Cluster 1,1,phasicharoen,13.714,100.443
10,Bangkok,40,Bang Khae,1026,58,113,168,107,122,458,Central,Cluster 1,0,bangkhae,13.683,100.396
10,Bangkok,40,Bang Khae,1026,58,113,168,107,122,458,Central,Cluster 1,0,bangkhae,13.698,100.409
10,Bangkok,40,Bang Khae,1026,58,113,168,107,122,458,Central,Cluster 1,0,bangkhae,13.72,100.4
10,Bangkok,40,Bang Khae,1026,58,113,168,107,122,458,Central,Cluster 1,0,bangkhae,13.741,100.385
10,Bangkok,23,Nong Khaem,701,40,77,115,73,83,313,Central,Cluster 1,1,nongkhaem,13.714,100.351
10,Bangkok,23,Nong Khaem,701,40,77,115,73,83,313,Central,Cluster 1,1,nongkhaem,13.68,100.358
10,Bangkok,50,Bang Bon,591,33,65,97,62,70,264,Central,Cluster 1,1,bangbon,13.646,100.37
10,Bangkok,21,Bang Khun Thian,998,56,110,164,104,118,446,Central,Cluster 1,0,bangkhunthian,13.605,100.395
10,Bangkok,21,Bang Khun Thian,998,56,110,164,104,118,446,Central,Cluster 1,0,bangkhunthian,13.555,100.434
10,Bangkok,49,Thung Khru,591,33,65,97,62,70,264,Central,Cluster 1,1,thungkhru,13.651,100.51
10,Bangkok,24,Rat Burana,428,24,47,70,45,51,191,Central,Cluster 1,1,ratburana,13.67,100.51
10,Bangkok,24,Rat Burana,428,24,47,70,45,51,191,Central,Cluster 1,1,ratburana,13.675,100.491
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.623,100.565
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.622,100.581
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.622,100.605
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.593,100.597
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.634,100.61
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.572,100.621
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.649,100.617
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.601,100.622
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.556,100.599
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.564,100.653
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.51,100.751
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.559,100.691
11,Samut Prakarn,1,Mueang Samut Prakan,3126,186,796,860,384,365,534,Central,Cluster 2,0,mueangsamutprakan,13.526,100.67
11,Samut Prakarn,3,Bang Phli,2101,125,535,578,258,245,359,Central,Cluster 2,0,bangphli,13.642,100.662
11,Samut Prakarn,3,Bang Phli,2101,125,535,578,258,245,359,Central,Cluster 2,0,bangphli,13.678,100.75
11,Samut Prakarn,3,Bang Phli,2101,125,535,578,258,245,359,Central,Cluster 2,0,bangphli,13.681,100.733
11,Samut Prakarn,3,Bang Phli,2101,125,535,578,258,245,359,Central,Cluster 2,0,bangphli,13.623,100.755
11,Samut Prakarn,3,Bang Phli,2101,125,535,578,258,245,359,Central,Cluster 2,0,bangphli,13.618,100.694
11,Samut Prakarn,3,Bang Phli,2101,125,535,578,258,245,359,Central,Cluster 2,0,bangphli,13.561,100.739
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.659,100.925
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.624,100.935
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.672,100.881
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.574,100.9
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.639,100.904
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.545,100.805
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.611,100.862
11,Samut Prakarn,2,Bang Bo,549,33,140,151,67,64,94,Central,Cluster 1,1,bangbo,13.511,100.835
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.656,100.533
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.625,100.549
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.693,100.577
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.666,100.566
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.671,100.52
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.679,100.558
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.659,100.584
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.653,100.564
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.665,100.545
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.679,100.578
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.697,100.561
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.641,100.573
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.616,100.536
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.631,100.526
11,Samut Prakarn,4,Phra Pradaeng,1139,68,290,313,140,133,195,Central,Cluster 2,0,phrapradaeng,13.645,100.546
11,Samut Prakarn,5,Phra Samut Chedi,761,45,194,209,94,89,130,Central,Cluster 1,1,phrasamutchedi,13.606,100.567
11,Samut Prakarn,5,Phra Samut Chedi,761,45,194,209,94,89,130,Central,Cluster 1,1,phrasamutchedi,13.588,100.541
11,Samut Prakarn,5,Phra Samut Chedi,761,45,194,209,94,89,130,Central,Cluster 1,1,phrasamutchedi,13.571,100.476
11,Samut Prakarn,5,Phra Samut Chedi,761,45,194,209,94,89,130,Central,Cluster 1,1,phrasamutchedi,13.53,100.494
11,Samut Prakarn,5,Phra Samut Chedi,761,45,194,209,94,89,130,Central,Cluster 1,1,phrasamutchedi,13.539,100.559
11,Samut Prakarn,6,Bang Sao Thong,491,29,125,135,60,57,84,Central,Cluster 1,1,bangsaothong,13.641,100.803
11,Samut Prakarn,6,Bang Sao Thong,491,29,125,135,60,57,84,Central,Cluster 1,1,bangsaothong,13.689,100.799
11,Samut Prakarn,6,Bang Sao Thong,491,29,125,135,60,57,84,Central,Cluster 1,1,bangsaothong,13.6,100.815
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.823,100.492
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.842,100.494
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.841,100.475
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.859,100.464
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.85,100.509
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.87,100.472
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.835,100.438
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.835,100.516
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.869,100.491
12,Nonthaburi,1,Mueang Nonthaburi,1848,88,193,362,261,261,684,Central,Cluster 2,0,mueangnonthaburi,13.884,100.501
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.914,100.422
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.878,100.438
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.97,100.416
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.934,100.366
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.907,100.351
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.964,100.401
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.894,100.41
12,Nonthaburi,4,Bang Bua Thong,1259,60,131,246,178,178,466,Central,Cluster 2,0,bangbuathong,13.944,100.39
12,Nonthaburi,3,Bang Yai,691,33,72,135,97,97,256,Central,Cluster 1,1,bangyai,13.854,100.434
12,Nonthaburi,3,Bang Yai,691,33,72,135,97,97,256,Central,Cluster 1,1,bangyai,13.875,100.404
12,Nonthaburi,3,Bang Yai,691,33,72,135,97,97,256,Central,Cluster 1,1,bangyai,13.838,100.406
